N° Siren,Nom de la compagnie,Secteur,Région,Période depuis la création (année),Nombre d'établissements,Nbre d'employés min,Nbre d'employés Max,Titre du poste,Emplacement du travail,Type de travail,Niveau requis,Nombre d'offres
751592510,AKTISEA,activités de centres d'appels,NICE ,9,3,20,49,Data Analyst ,"Bordeaux, Nouvelle-Aquitaine",CDI ,Premier emploi,2
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",Stage,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Bordeaux, Nouvelle-Aquitaine",CDI ,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Bordeaux, Nouvelle-Aquitaine",Stage,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Toulouse, Occitanie",CDI ,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Toulouse, Occitanie",Stage,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Nantes, Pays de la Loire",CDI ,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Nantes, Pays de la Loire",Stage,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Paris, Île-de-France",CDI ,Premier emploi,2
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Engineer ,"Paris, Île-de-France",Stage,Premier emploi,1
432610426,Avanade,Activité de la programmation informatique,ISSY-LES-MOULINEAUX ,21,8,500,999,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,1
487874356,Adsearch,Activités des agences de travail temporaire,PARIS,15,9,10,19,Data Analyst ,"Villeurbanne, Auvergne-Rhône-Alpes",CDI ,Premier emploi,1
487874356,Adsearch,Activités des agences de travail temporaire,PARIS,15,9,10,19,Data Analyst ,"Lisieux, Normandie",CDI ,Premier emploi,1
819670654,Lévavi,Activité du conseil pour les affaires et autres conseils de gestion,BEAUMONT-MONTEUX,5,2,1,2,Data Analyst ,"Lille, Hauts-de-France",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Analyst ,"Orléans, Centre-Val de Loire",Stage,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Analyst ,"Lille, Hauts-de-France",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Orléans, Centre-Val de Loire",Stage,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Orléans, Centre-Val de Loire",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Nantes, Pays de la Loire",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Nantes, Pays de la Loire",Stage,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Lille, Hauts-de-France",CDI ,Premier emploi,2
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Saint-Ouen, Île-de-France",CDI ,Premier emploi,4
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Courbevoie, Île-de-France",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Engineer ,"Niort, Nouvelle-Aquitaine",CDI ,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Scientist ,"Nantes, Pays de la Loire",Stage,Premier emploi,1
385365713,Inetum,Activité du conseil en systèmes et logiciels informatiques,SAINT-OUEN-SUR-SEINE ,29,85,5000,9999,Data Scientist ,"Courbevoie, Île-de-France",Stage,Premier emploi,1
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Engineer ,À distance,CDI ,Confirmé,4
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Confirmé,1
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Scientist ,"Paris, Île-de-France",CDI ,Premier emploi,1
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Scientist ,"Paris, Île-de-France",Stage,Premier emploi,1
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,1
503916033,Contentsquare,Activité de l'edition de logiciels applicatifs,PARIS,12,6,250,499,Data Scientist ,"Paris, Île-de-France",CDI ,Manager,1
518 939 327,JACEM,Activités des agences de placement de main-d'oeuvre,PARIS,11,2,1,2,Data Analyst ,"Le Havre, Normandie",CDI ,Premier emploi,1
510408388,Urban Linker,Activité du conseil pour les affaires et autres conseils de gestion,PARIS,12,6,50,99,Data Engineer ,"Paris, Île-de-France",CDI ,Confirmé,4
510408388,Urban Linker,Activité du conseil pour les affaires et autres conseils de gestion,PARIS,12,6,50,99,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Confirmé,1
381031285,OPEN,Activité du conseil en systèmes et logiciels informatiques,LEVALLOIS-PERRET,30,54,2000,4999,Data Analyst ,"Toulouse, Occitanie",CDI ,Premier emploi,1
381031285,OPEN,Activité du conseil en systèmes et logiciels informatiques,LEVALLOIS-PERRET,30,54,2000,4999,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Engineer ,"Paris, Île-de-France",CDI ,Premier emploi,1
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Engineer ,"Paris, Île-de-France",Stage,Premier emploi,1
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Scientist ,"Paris, Île-de-France",CDI ,Premier emploi,2
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,2
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Scientist ,"Paris, Île-de-France",CDI ,Manager,1
401948245,Deloitte,Activité du conseil pour les affaires et autres conseils de gestion,PUTEAUX,26,3,1000,1999,Data Scientist ,"Paris, Île-de-France",Stage,Premier emploi,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Président/DG,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Analyst ,"Paris, Île-de-France",Stage,Premier emploi,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Scientist ,"Paris, Île-de-France",Stage,Premier emploi,1
562033357,SCOR,Activité de la réassurance,PARIS,31,4,500,999,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,1
807604608,Wizaly,Activité du conseil en systèmes et logiciels informatiques,PARIS,7,2,10,19,Data Analyst ,"Paris, Île-de-France",Stage,Premier emploi,1
807604608,Wizaly,Activité du conseil en systèmes et logiciels informatiques,PARIS,7,2,10,19,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
812649796,Betclic Group,Activité du conseil pour les affaires et autres conseils de gestion,BORDEAUX,6,3,10,19,Data Analyst ,"Bordeaux, Nouvelle-Aquitaine",CDI ,Confirmé,1
812649796,Betclic Group,Activité du conseil pour les affaires et autres conseils de gestion,BORDEAUX,6,3,10,19,Data Engineer ,"Bordeaux, Nouvelle-Aquitaine",CDI ,Premier emploi,1
424059822,Cdiscount,Activité de la vente à distance sur catalogue général,BORDEAUX,22,33,1000,1999,Data Analyst ,"Bordeaux, Nouvelle-Aquitaine",Stage,Premier emploi,1
424059822,Cdiscount,Activité de la vente à distance sur catalogue général,BORDEAUX,22,33,1000,1999,Data Analyst ,"Bordeaux, Nouvelle-Aquitaine",CDI ,Premier emploi,3
424059822,Cdiscount,Activité de la vente à distance sur catalogue général,BORDEAUX,22,33,1000,1999,Data Scientist ,"Bordeaux, Nouvelle-Aquitaine",Stage,Premier emploi,1
552065187,Parfums Christian Dior,Activité de la fabrication de parfums et de produits pour la toilette,PARIS,66,20,2000,4999,Data Scientist ,"Neuilly-sur-Seine, Île-de-France",CDI ,Confirmé,1
391543576,Procter & Gamble,Activité des intermédiaires spécialisés dans le commerce d'autres produits spécifiques,ASNIERES-SUR-SEINE ,28,10,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,3
421206079,ADEO,Activité des intermédiaires du commerce en meubles,RONCHIN ,22,10,500,999,Data Analyst ,"Lille, Hauts-de-France",CDI ,Confirmé,2
421206079,ADEO,Activité des intermédiaires du commerce en meubles,RONCHIN ,22,10,500,999,Data Engineer ,"Lille, Hauts-de-France",CDI ,Confirmé,1
428166201,Blue Search Conseil,Activité de l'autre mise à disposition de ressources humaines,PARIS,21,3,10,19,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
392901856,Ipsos France,Activité des études de marché et sondages,PARIS,28,11,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
392901856,Ipsos France,Activité des études de marché et sondages,PARIS,28,11,500,999,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,1
849741905,Kereon Intelligence,Activité du conseil pour les affaires et autres conseils de gestion,NIORT ,2,1,,,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
849741905,Kereon Intelligence,Activité du conseil pour les affaires et autres conseils de gestion,NIORT ,2,1,,,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
452625593,APSIDE TOP,"Activité de l'ingénierie, études techniques",SAINT-PIERRE-DES-CORPS,17,5,100,199,Data Analyst ,"Tours, Centre-Val de Loire",CDI ,Confirmé,1
535217723,happn,Activité de l'edition de logiciels applicatifs,PARIS,10,3,50,99,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,2
535217723,happn,Activité de l'edition de logiciels applicatifs,PARIS,10,3,50,99,Data Engineer ,"Paris, Île-de-France",CDI ,Confirmé,2
824537856,Bending Spoons,Activité du commerce de gros (commerce interentreprises) d'ordinateurs,PARIS,4,2,3,5,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
775665615,Crédit Agricole d'Ile-de-France,Activité des autres intermédiations monétaires,PARIS,28,448,2000,4999,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
342966942,CHAUMET,Activité du commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,PARIS,34,7,250,499,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,1
342966942,CHAUMET,Activité du commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,PARIS,34,7,250,499,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
340012392,DPDgroup,Activités des sièges sociaux,ISSY-LES-MOULINEAUX ,34,11,200,249,Data Analyst ,"Issy-les-Moulineaux, Île-de-France",CDI ,Premier emploi,1
793555368,JACQUEMUS,Activités spécialisées de design,PARIS,8,5,50,99,Data Analyst ,"Paris, Île-de-France",CDI ,Premier emploi,2
572185684,Club Med,Activité de l'hébergement touristique et autre hébergement de courte durée,PARIS,64,144,5000,9999,Data Engineer ,"Paris, Île-de-France",CDI ,Confirmé,1
572185684,Club Med,Activité de l'hébergement touristique et autre hébergement de courte durée,PARIS,64,144,5000,9999,Data Engineer ,"Paris, Île-de-France",Stage,Premier emploi,1
484175252,Talend,Activité de l'edition de logiciels applicatifs,SURESNES ,16,7,250,499,Data Engineer ,"Nantes, Pays de la Loire",CDI ,Premier emploi,1
484175252,Talend,Activité de l'edition de logiciels applicatifs,SURESNES ,16,7,250,499,Data Engineer ,"Suresnes, Île-de-France",CDD,Confirmé,1
519350813,Botify,Activité de l'édition de logiciels système et de réseau,PARIS,11,5,50,99,Data Scientist ,"Paris, Île-de-France",CDI ,Confirmé,1
519350813,Botify,Activité de l'édition de logiciels système et de réseau,PARIS,11,5,50,99,Data Analyst ,"Paris, Île-de-France",Stage,Premier emploi,1
519350813,Botify,Activité de l'édition de logiciels système et de réseau,PARIS,11,5,50,99,Data Engineer ,"Paris, Île-de-France",CDI ,Confirmé,1
722000965,BMW Group France,Activité du commerce de voitures et de véhicules automobiles légers,MONTIGNY-LE-BRETONNEUX,49,6,250,499,Data Analyst ,"Montigny-le-Bretonneux, Île-de-France",CDD,Manager,1
379134166,Volvo Group,Activité de l'entretien et réparation d'autres véhicules automobiles,SAINT-PRIEST ,31,86,1000,1999,Data Analyst ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,3
379134166,Volvo Group,Activité de l'entretien et réparation d'autres véhicules automobiles,SAINT-PRIEST ,31,86,1000,1999,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,2
379134166,Volvo Group,Activité de l'entretien et réparation d'autres véhicules automobiles,SAINT-PRIEST ,31,86,1000,1999,Data Scientist ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,1
542107651,ENGIE,Activité du commerce de combustibles gazeux par conduites,COURBEVOIE ,66,968,2000,4999,Data Analyst ,"Saint-Ouen, Île-de-France",Stage,Premier emploi,1
542107651,ENGIE,Activité du commerce de combustibles gazeux par conduites,COURBEVOIE ,66,968,2000,4999,Data Scientist ,"Saint-Ouen, Île-de-France",CDI ,Premier emploi,1
840757587,Xiaomi Technology,"Activité du commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",BOULOGNE-BILLANCOURT ,3,2,20,49,Data Analyst ,"Paris, Île-de-France",CDI ,Confirmé,1
800931925,Jellyfish,Activités des agences de publicité,PARIS,6,4,50,99,Data Analyst ,"Paris, Île-de-France",CDI ,Manager,1
453883878,TASTE,Activité du conseil pour les affaires et autres conseils de gestion,PARIS,17,3,20,49,Data Scientist ,"Paris, Île-de-France",CDI ,Premier emploi,1
552018020,Monoprix,Activités des sièges sociaux,CLICHY ,66,147,1000,1999,Data Scientist ,"Clichy, Île-de-France",Stage,Premier emploi,2
552018020,Monoprix,Activités des sièges sociaux,CLICHY ,66,147,1000,1999,Data Scientist ,"Clichy, Île-de-France",CDI ,Manager,1
552018020,Monoprix,Activités des sièges sociaux,CLICHY ,66,147,1000,1999,Data Scientist ,"Clichy, Île-de-France",CDI ,Premier emploi,1
844622738,Harry Hope,Activités des agences de placement de main-d'oeuvre,DOMMARTEMONT ,2,10,1,2,Data Analyst ,"Montbéliard, Bourgogne-Franche-Comté",CDI ,Premier emploi,1
844622738,Harry Hope,Activités des agences de placement de main-d'oeuvre,DOMMARTEMONT ,2,10,1,2,Data Analyst ,"Calais, Hauts-de-France",CDI ,Confirmé,1
844622738,Harry Hope,Activités des agences de placement de main-d'oeuvre,DOMMARTEMONT ,2,10,1,2,Data Analyst ,"Lille, Hauts-de-France",CDI ,Confirmé,1
801495953,UCPA,Activités des agences de voyage,ARCUEIL ,7,2,20,49,Data Scientist ,"Arcueil, Île-de-France",CDI ,Premier emploi,1
481625853,Believe,Activité de l'enregistrement sonore et édition musicale,PARIS,16,9,500,999,Data Analyst ,"Paris, Île-de-France",Stage,Premier emploi,1
481625853,Believe,Activité de l'enregistrement sonore et édition musicale,PARIS,16,9,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Manager,1
481625853,Believe,Activité de l'enregistrement sonore et édition musicale,PARIS,16,9,500,999,Data Analyst ,"Paris, Île-de-France",CDI ,Président/DG,1
481625853,Believe,Activité de l'enregistrement sonore et édition musicale,PARIS,16,9,500,999,Data Engineer ,"Paris, Île-de-France",CDI ,Manager,2
481625853,Believe,Activité de l'enregistrement sonore et édition musicale,PARIS,16,9,500,999,Data Scientist ,"Paris, Île-de-France",CDI ,Manager,1
483898672,Davidson consulting,"Activité de l'ingénierie, études techniques",BOULOGNE-BILLANCOURT ,16,5,20,49,Data Analyst ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,1
483898672,Davidson consulting,"Activité de l'ingénierie, études techniques",BOULOGNE-BILLANCOURT ,16,5,20,49,Data Engineer ,"Lyon, Auvergne-Rhône-Alpes",CDI ,Premier emploi,1
422373670,Spring France,Activité de la formation continue d'adultes,CHATEAUNEUF-GRASSE ,11,4,1,2,Data Scientist ,"Écully, Auvergne-Rhône-Alpes",CDI ,Premier emploi,2
